cons_12m,cons_gas_12m,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_peak,margin_gross_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,channel_sales,has_gas,month_activ,day_activ,month_modif_prod,day_modif_prod,day_renewal,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,peak_diff_dec_january_energy,peak_diff_dec_january_power,midpeak_diff_dec_january_energy,churn
3178,0,469.67,0,0.0,18.84,0.0,16.38,1,36.78,6,13.8,1.0328017818181584e-05,0.0,0.0076619430461661,0.0,2.3627632000000004e-06,0.0,0.0,4,0,8,21,6,17,24,-0.006904999999999911,0.17777879999999868,0.0,0.0,0.0,0
1426,0,213.93,0,0.0,15.82,0.0,20.54,1,21.63,6,10.392,5.2790192424242304e-06,0.0,3.490909143860595e-13,0.0,3.318240666666617e-06,0.0,0.0,0,0,12,3,12,3,4,-0.004461999999999994,-1.1999999998124622e-06,0.0,0.0,0.0,0
7092,0,1064.95,1106,0.0,20.03,0.0,37.56,1,105.13,6,15.0,7.931998060606098e-06,0.0,3.490909143860595e-13,0.0,5.559860266666701e-06,0.0,0.0,0,0,2,4,12,15,5,-0.008031999999999984,-1.1999999998124622e-06,0.0,0.0,0.0,0
28627,0,4236.75,3358,0.0,15.98,0.0,19.28,1,394.71,4,10.392,5.178973787878621e-06,0.0,0.0076619171872032,0.0,3.318240666666697e-06,0.0,0.0,2,0,4,27,4,27,28,-0.004386999999999891,0.17777879999999868,0.0,0.0,0.0,0
10553,43366,1586.69,0,0.0,19.48,0.0,19.28,2,149.49,6,13.2,4.001166969696951e-06,0.0,0.0086196859268398,0.0,3.318240666666617e-06,0.0,0.0,2,1,6,11,6,11,12,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
9348,0,1401.86,0,0.0,15.9,0.0,23.76,1,147.81,3,10.392,4.285662060606109e-06,0.0,0.0064647208082943,0.0,3.318240666666617e-06,0.0,0.0,5,0,3,26,3,26,29,-0.0008479999999999044,0.17777879999999868,0.0,0.0,0.0,0
3776,0,0.0,936,0.0,0.0,0.10032,65.64,1,50.07,9,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,12,2,12,17,0.0,0.0,0.0,0.0,0.0,0
322893,0,3817.72,2947,0.0,142.6,0.100243,8.25,1,491.44,3,43.648,2.0687277787878292e-05,5.157653477272755e-06,0.0,0.0,1.3942603066666356e-05,3.438519500000003e-06,1.8933706666666533e-07,2,0,11,27,11,1,29,-0.0108769999999999,0.0,-0.005105999999999999,0.0,-0.0006130000000000024,0
10723,0,953.51,2331,0.0,116.38,0.098837,41.88,1,75.5,11,23.1,1.658110026515159e-05,3.035138333333253e-06,0.0070375170099823,0.0025335061235934,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,0,0,5,23,5,23,29,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
2269,0,339.82,0,0.0,16.04,0.0,10.08,1,30.36,4,10.392,4.391109356060598e-06,0.0,0.0064647692938031,0.0,2.842930166666625e-06,0.0,0.0,7,0,9,26,9,26,27,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,1
96993,0,5602.41,3729,0.0,0.0,0.1000149999999999,17.52,1,594.79,5,17.5,1.6232771477272697e-05,4.045768446969677e-06,0.0040214382914185,0.0014477177849105,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,4,0,2,4,2,4,9,-0.006770000000000012,0.16291560000000516,-0.0028789999999998955,0.09774935999999812,0.002909000000000009,0
35207,0,5214.55,0,0.0,5.0,0.0,11.42,3,552.45,3,13.2,4.702510878787934e-06,0.0,0.0047887144040182,0.0,3.0360678666666977e-06,0.0,0.0,4,1,9,29,10,30,30,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0,0
18700,0,1881.53,2723,0.0,129.26,0.1000149999999999,47.16,1,184.53,6,31.5,1.5812320265151388e-05,3.957295113636379e-06,0.0040214382914185,0.0014477177849105,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,4,0,2,2,2,2,3,-0.006191999999999989,0.16291560000000516,-0.0023019999999999985,0.09774935999999812,0.003487000000000004,0
4309,0,632.07,779,0.0,18.27,0.0,13.62,1,56.42,5,11.43,1.4444686022727243e-05,0.0,0.0076619301167455,0.0,2.6172346666666665e-06,0.0,0.0,4,0,8,27,6,20,28,-0.007829000000000003,0.17777879999999868,0.0,0.0,0.0,1
5865,0,426.97,401,0.0,134.5,0.1000149999999999,49.44,1,45.61,6,19.8,1.6932330992424437e-05,4.325510333333314e-06,3.4363636433613887e-12,1.848000001321932e-12,1.1100320166666693e-05,2.89676016666666e-06,4.860000000000553e-10,4,0,1,25,1,25,26,-0.006694999999999993,3.600000006542814e-06,-0.002715999999999996,-2.640000001719045e-06,0.0032009999999999955,0
79026,0,487.43,0,0.0,15.74,0.0,13.4,1,34.18,4,13.85,2.628525318181813e-05,0.0,0.0076619430461661,0.0,2.0901141999999868e-05,0.0,0.0,4,0,9,1,9,17,2,-0.010651999999999995,0.17777879999999868,0.0,0.0,0.0,0
110983,89027,1248.77,1215,0.0,129.61,0.099419,19.76,2,153.11,4,15.78,2.8279142992424103e-05,7.95603651515157e-06,0.0070374281488908,0.0025335452243934,1.5130463999999688e-05,3.5743601666666685e-06,2.616681666667124e-07,4,1,7,18,6,21,19,-0.010689000000000004,0.16291560000000516,-0.0057920000000000055,0.09774935999999812,9.199999999999486e-05,0
18958,0,1949.16,0,0.0,117.18,0.099665,4.77,1,238.05,5,25.0,2.204222809090871e-05,5.865130446969799e-06,0.0,0.0,1.5218216399999744e-05,4.130266166666738e-06,5.043930666666692e-07,4,0,11,4,11,1,5,-0.011456999999999898,0.0,-0.005686000000000108,0.0,-0.0011929999999999996,0
20387,0,2037.52,1917,0.0,145.37,0.099665,6.6,1,235.45,5,19.8,3.1883285696969154e-05,1.0217736151515406e-05,0.0040213672041162,0.0014477490663953,2.383397946666627e-05,8.0828178666669e-06,2.4642969666666675e-06,4,0,10,28,9,19,29,-0.013258999999999896,0.16291560000000516,-0.007578000000000112,0.09774935999999812,-0.0032139999999999946,0
29353,0,743.31,0,0.0,24.01,0.0,30.88,1,74.95,6,13.5,6.073534151515051e-06,0.0,3.8181818111259284e-13,0.0,3.318240666666697e-06,0.0,0.0,4,0,3,2,3,2,9,-0.005149999999999988,-1.1999999998124622e-06,0.0,0.0,0.0,0
37211,0,4478.11,5484,0.0,15.39,0.0868029999999999,14.04,1,295.77,5,13.2,3.8775606060607445e-06,7.842429924242491e-07,0.0076619430461661,0.0,2.5645266666666977e-06,1.153984166666659e-06,0.0,4,0,8,24,8,24,25,-0.003573000000000104,0.17777879999999868,0.0016520000000000007,0.0,0.0,0
41359,0,2303.54,0,0.0,16.6,0.0,22.95,1,219.22,4,13.856,9.334667272727196e-06,0.0,0.0083801936403809,0.0,3.318240666666697e-06,0.0,0.0,4,0,5,24,5,24,3,-0.006319999999999992,0.17777879999999868,0.0,0.0,0.0,0
24357,0,2230.02,2459,0.0,148.9,0.099441,44.88,1,305.79,5,30.0,2.068793742424241e-05,6.432231659090853e-06,3.4363636433613887e-12,1.848000001321932e-12,1.3218942266666624e-05,4.4229006666666455e-06,9.074592000000044e-07,4,0,1,15,12,17,17,-0.011294000000000012,3.600000006542814e-06,-0.007331000000000004,-2.640000001719045e-06,-0.0014330000000000037,0
53545,0,1041.53,645,0.0,139.04,0.100123,21.96,1,125.6,6,20.7,1.878320024242427e-05,4.400378083333331e-06,0.0205217766364255,0.0154861466620079,1.1962227466666693e-05,2.797092966666662e-06,9.703746666666336e-08,4,0,11,1,11,1,2,-0.009328000000000017,0.4962492000000083,-0.0036469999999999975,0.4310829599999977,0.0007179999999999964,0
1484,77280,222.55,261,0.0,18.42,0.0,16.92,2,21.26,5,10.392,4.611329174242392e-06,0.0006089452740833,0.0083802421258029,0.0,4.0924816666665925e-07,0.0012178905481666,0.0,4,1,6,30,6,30,4,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
35893,0,507.18,166,0.0,144.84,0.098837,18.54,1,57.27,5,16.5,1.6444611174242435e-05,2.7590520833333404e-06,0.0064341946332547,0.0023163953769751,1.0351424166666688e-05,1.917144166666672e-06,2.4115046666666737e-06,4,0,8,12,8,12,13,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
1210,0,177.13,221,0.0,19.62,0.0,12.82,1,13.88,6,13.2,1.2266668628787503e-05,0.0,0.0064647595967453,0.0,2.6981786666666744e-06,0.0,0.0,4,0,9,18,7,11,20,-0.006904999999999911,0.17777879999999868,0.0,0.0,0.0,0
46946,0,4953.27,3521,0.0,141.4,0.098837,32.01,1,532.07,11,41.5,1.6523637424242405e-05,2.2670265151515213e-06,0.0,0.0,1.147613400000002e-05,1.8260166666666675e-06,1.2168006666666543e-06,0,0,7,12,6,17,14,-0.007718000000000003,0.0,-0.0027299999999999963,0.0,0.0032819999999999933,0
5339,0,898.95,1224,0.0,27.4,0.168092,87.6,1,352.83,3,13.2,5.487239840909329e-06,1.364511742424146e-07,0.0038084712658362,0.0,3.4693783000002124e-06,1.46672166666656e-07,0.0,7,0,11,10,11,10,11,-0.004207000000000127,0.21377880000000005,-2.2999999999995246e-05,0.0,0.0,0
24606,0,3660.29,0,0.0,16.54,0.0,24.52,1,370.9,5,13.2,4.117320696969648e-06,0.0,0.0076618913283488,0.0,3.318240666666697e-06,0.0,0.0,7,0,4,20,4,20,21,-0.003400999999999904,0.17777879999999868,0.0,0.0,0.0,0
45418,0,4635.08,4152,0.0,131.39,0.099419,30.24,1,519.07,4,33.0,1.817292681060614e-05,3.183344083333207e-06,0.0,0.0,1.110032016666668e-05,2.896760166666666e-06,4.860000000000553e-10,2,0,6,13,5,22,21,-0.008298,0.0,-0.0033109999999999112,0.0,0.002701999999999996,1
6725,0,1004.48,0,0.0,19.53,0.0,15.72,1,99.06,6,13.2,3.573925787878575e-06,0.0,0.0076619430461661,0.0,2.3698414666665637e-06,0.0,0.0,4,0,8,4,8,4,6,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
6515,0,671.17,1101,0.0,21.77,0.0,25.47,1,57.84,5,13.8,3.809188446969568e-06,0.0,0.008380216266894,0.0,3.318240666666697e-06,0.0,0.0,0,0,5,11,5,11,17,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,1
7661,0,1144.88,0,0.0,15.03,0.0,7.8,1,104.99,3,10.392,3.827385272727105e-06,0.0,0.0086196859268398,0.0,3.1063019999999584e-06,0.0,0.0,4,0,10,4,10,4,5,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
43993,0,3044.51,2403,0.0,130.31,0.10175,27.09,1,375.87,3,20.0,1.4194033696969436e-05,3.529989787878757e-06,0.0,0.0,1.1100320166666312e-05,2.896760166666644e-06,4.860000000000553e-10,4,0,3,16,6,26,18,-0.005528000000000005,0.0,-0.0015499999999999958,0.0,0.004375000000000004,0
4735,0,711.27,384,0.0,19.98,0.0,32.88,1,67.24,3,13.15,5.2790192424242304e-06,0.0,3.490909143860595e-13,0.0,3.318240666666697e-06,0.0,0.0,4,0,11,30,11,30,1,-0.004461999999999994,-1.1999999998124622e-06,0.0,0.0,0.0,1
54588,1018,5769.63,8836,0.0,131.76,0.1000149999999999,19.8,2,442.69,6,19.8,1.5275130568181808e-05,4.083863901515167e-06,0.0040214382914185,0.0014477177849105,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,2,1,2,5,2,5,7,-0.005035999999999999,0.16291560000000516,-0.0011450000000000071,0.09774935999999812,0.004643000000000008,1
11304,0,1640.26,1527,0.0,16.25,0.0,21.9,1,134.1,4,13.2,4.931046628787864e-06,0.0,0.008380216266894,0.0,3.318240666666617e-06,0.0,0.0,4,0,3,20,3,20,4,-0.004249000000000003,0.17777879999999868,0.0,0.0,0.0,0
4292,0,649.8,0,0.0,18.12,0.0,31.64,1,67.98,3,13.85,5.36669481060609e-06,0.0,0.0064647208082943,0.0,3.318240666666617e-06,0.0,0.0,2,0,3,9,3,9,10,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0,0
6840,0,336.99,340,0.0,128.54,0.098837,23.47,1,37.4,6,17.32,1.6135954810606113e-05,2.236080000000005e-06,0.0070374281488908,0.0025335452243934,1.0142600166666663e-05,1.4055360000000168e-06,1.4800666666666573e-06,4,0,7,16,7,16,17,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
1786,0,220.81,14,0.0,0.36,0.0,197.92,1,111.03,3,13.2,0.0030467855266287,0.0,47.120107357171904,0.0,3.3182406666666685e-06,0.0,0.0,4,0,3,5,3,5,9,0.11998299999999998,15.177778799999999,0.0,0.0,0.0,0
5276,0,797.78,0,0.0,18.05,0.0,27.32,1,83.37,4,13.2,5.3957010606060655e-06,0.0,0.0076618913283488,0.0,3.318240666666617e-06,0.0,0.0,4,0,4,19,4,19,21,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0,0
2619,0,389.3,0,0.0,18.22,0.0,14.53,1,35.3,6,15.0,4.024733719696758e-06,0.0,0.0064647692938031,0.0,2.714893366666558e-06,0.0,0.0,4,0,9,23,9,23,25,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
45609,0,6625.92,8623,0.0,16.58,0.0,15.16,1,536.82,3,10.392,3.55328099242422e-06,0.0,0.0086196471385641,0.0,3.305531366666688e-06,0.0,0.0,6,0,6,7,1,8,23,-0.002035000000000009,0.17777879999999868,0.0,0.0,0.0,0
12747,0,604.04,670,0.0,18.32,0.0,27.26,1,55.66,4,11.951,5.626973537878742e-06,0.0,0.0,0.0,3.318240666666617e-06,0.0,0.0,2,0,3,8,6,28,9,-0.004572999999999994,0.0,0.0,0.0,0.0,0
10860,9308,1087.87,1495,0.0,130.3,0.1000149999999999,42.0,2,120.49,6,21.0,1.6932330992424437e-05,4.325510333333314e-06,3.4363636433613887e-12,1.848000001321932e-12,1.1100320166666693e-05,2.89676016666666e-06,4.860000000000553e-10,5,1,1,26,1,26,27,-0.006694999999999993,3.600000006542814e-06,-0.002715999999999996,-2.640000001719045e-06,0.0032009999999999955,0
61173,0,4211.23,591,0.0,130.85,0.100243,5.8,1,574.71,5,17.25,2.444029153787833e-05,6.102077537878821e-06,0.0,0.0,1.6324221366666352e-05,3.9195345666666816e-06,9.543079999999965e-08,0,0,10,11,9,20,12,-0.0108769999999999,0.0,-0.005105999999999999,0.0,-0.0006130000000000024,0
91413,0,0.0,0,0.0,128.89,0.096521,20.7,1,0.0,3,18.4,1.6474220083333334e-05,2.770629659090921e-06,0.0064341946332547,0.0023163953769751,1.0369304166666662e-05,1.9215415000000016e-06,2.398691866666652e-06,4,0,8,10,8,10,10,-0.0078099999999999975,0.16291560000000516,-0.002914,0.09774935999999812,0.0029719999999999885,0
68587,0,4750.0,3507,0.0,131.77,0.098837,28.54,1,510.53,8,37.0,1.6161576818181788e-05,2.1241356060606034e-06,0.0,0.0,1.147613400000002e-05,1.8260166666666675e-06,1.2168006666666543e-06,0,0,7,4,6,17,8,-0.007718000000000003,0.0,-0.0027299999999999963,0.0,0.0032819999999999933,0
291058,0,6841.38,12713,0.0,131.76,0.098837,32.8,1,717.55,6,41.5,1.6800727537878678e-05,3.3982987499998823e-06,0.0064343012662695,0.0023163484558568,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,5,0,4,21,4,21,22,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
2503923,475413,3804.44,3555,0.0,15.0,0.086225,19.18,2,282.5,6,10.35,5.06766242424242e-06,5.413357196969748e-07,0.0076618913283488,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,0,1,4,12,4,12,13,-0.00415299999999999,0.17777879999999868,0.0010720000000000035,0.0,0.0,0
2134,0,317.55,0,0.0,15.64,0.0,16.92,1,29.24,6,10.392,3.1067614772725324e-06,0.0,0.008380258287567,0.0,1.952821499999892e-06,0.0,0.0,0,0,6,30,6,30,4,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
24234,0,3535.2,0,0.0,19.34,0.0,16.66,1,233.7,5,13.2,1.7019692992424388e-05,0.0,0.0083802388933848,0.0,3.318240666666551e-06,0.0,0.0,2,0,9,17,7,16,18,-0.008653000000000022,0.17777879999999868,0.0,0.0,0.0,0
0,0,0.0,0,0.0,145.73,0.100572,47.16,1,0.0,4,23.1,2.1493248204545437e-05,5.2438860833332985e-06,0.0064343012662695,0.0023163484558568,1.110032016666668e-05,2.89676016666666e-06,4.860000000000553e-10,7,0,4,13,4,13,14,-0.009528000000000009,0.16291560000000516,-0.004630999999999996,0.09774935999999812,0.0012530000000000041,0
15188,0,1601.34,1330,0.0,131.91,0.098837,14.46,1,168.6,6,23.1,1.6444611174242435e-05,2.7590520833333404e-06,0.0064342301777895,0.002316379736708,1.0351424166666688e-05,1.917144166666672e-06,2.4115046666666737e-06,0,0,8,5,8,5,6,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
963288,0,5362.75,3730,0.0,131.95,0.098142,12.84,1,553.74,6,22.0,2.650696844696972e-05,7.191371356060603e-06,0.0072385356078,0.0026059154732663,1.110032016666668e-05,2.896760166666666e-06,4.860000000000553e-10,5,0,6,4,6,4,23,-0.01023099999999999,0.16291560000000516,-0.005336000000000007,0.09774935999999812,0.0005489999999999939,0
2351,0,351.18,0,0.0,29.24,0.0,23.25,1,33.77,5,12.62,4.280359659090942e-06,0.0,0.008380216266894,0.0,3.318240666666697e-06,0.0,0.0,4,0,11,2,10,9,11,-0.003803000000000001,0.17777879999999868,0.0,0.0,0.0,0
1572886,0,6346.52,9343,0.0,16.65,0.0,0.12,1,266.94,6,13.2,7.726667174242456e-06,0.0006089452740833,0.0076619430460364,0.0,3.318240666666617e-06,0.0,0.0,5,0,1,1,7,11,9,-0.005410999999999999,0.17777879999999868,0.0,0.0,0.0,0
17744,0,2197.44,1233,30.0,129.01,0.1363359999999999,43.76,2,129.07,5,15.934,0.0003856136788787,0.0002737904021515,0.0958266503751652,0.0834658151277855,1.1100320166666767e-05,2.896760166666692e-06,4.860000000000553e-10,4,0,3,30,6,16,31,0.03493299999999999,0.6629160000000098,0.030083,0.5977497599999992,0.024954000000000004,0
5288,0,796.39,0,0.0,16.87,0.0,34.68,1,82.95,5,13.856,5.869800878787905e-06,0.0,0.0076619430461661,0.0,5.47426026666686e-06,0.0,0.0,5,0,2,10,12,15,11,-0.0043300000000000005,0.17777879999999868,0.0,0.0,0.0,0
103854,0,5434.34,10731,0.0,38.81,0.084489,28.45,1,466.33,6,13.856,0.0003136067475151,7.676694784090908e-05,2.824231731823428,122.15108853079492,3.5697306666666805e-06,9.450150000000093e-08,0.0,4,0,12,29,3,26,5,0.036828,3.715824959999999,-0.019693000000000002,-24.43733004,-0.072612,0
10180,0,890.52,0,0.0,15.41,0.084198,19.08,1,89.22,6,11.5,5.878782424242373e-06,2.032437878787916e-07,0.0083802388933848,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,5,0,5,24,5,24,2,-0.004739999999999994,0.17777879999999868,0.0004839999999999983,0.0,0.0,0
3638,10967,546.53,335,0.0,13.81,0.0,37.56,3,61.65,6,15.0,5.815867727272754e-06,0.0,3.8181818111259284e-13,0.0,3.318240666666697e-06,0.0,0.0,0,1,1,13,1,13,16,-0.005149999999999988,-1.1999999998124622e-06,0.0,0.0,0.0,0
35652,0,5207.04,2292,0.0,15.85,0.0,9.2,1,310.14,3,13.856,3.068267272727261e-06,0.0,1.1034545557667948e-12,0.0,3.318240666666697e-06,0.0,0.0,4,0,6,15,5,20,1,-0.002624000000000015,-2.0400000053655276e-06,0.0,0.0,0.0,0
30102,0,3111.51,3033,0.0,131.38,0.101752,25.92,1,345.97,3,17.320999999999998,1.824077099242424e-05,4.940355333333281e-06,3.4363636433613887e-12,1.848000001321932e-12,1.1100320166666622e-05,2.896760166666644e-06,4.860000000000553e-10,4,0,1,9,1,9,10,-0.009005000000000013,3.600000006542814e-06,-0.005026000000000003,-2.640000001719045e-06,0.0008890000000000009,0
48667,0,337.08,0,0.0,15.68,0.0,9.919999999999993,1,23.6,3,13.2,4.985897356060644e-06,0.0,0.0064647789908397,0.0,3.1417701666666684e-06,0.0,0.0,2,0,4,4,10,23,25,-0.004249000000000003,0.17777879999999868,0.0,0.0,0.0,1
2054,0,204.17,162,0.0,131.76,0.099548,47.57,1,23.31,6,23.1,2.373783627272732e-05,5.236398992424226e-06,0.1407691978785487,0.1195229599857325,1.5164911200000043e-05,3.336389766666657e-06,1.5066466666667124e-07,0,0,9,22,8,26,25,-0.009908000000000014,0.8295828000000043,-0.004226999999999995,0.7644165600000008,0.00013799999999999923,1
2129,0,221.28,162,0.0,132.55,0.103487,41.16,1,28.56,5,16.5,1.668105117424213e-05,4.1714111742424256e-06,3.5345454611412245e-12,1.9008000004388437e-12,1.1100320166666352e-05,2.896760166666666e-06,4.860000000000553e-10,5,0,2,1,2,1,2,-0.0072730000000000156,3.600000006542814e-06,-0.0032930000000000043,-2.640000001719045e-06,0.0026230000000000003,0
624747,0,4579.26,3406,0.0,143.07,0.098837,61.73,1,481.72,5,80.0,1.1708036931818178e-05,8.101715151515218e-07,0.0070374725795349,0.002533525674046,7.359337500000018e-06,5.092506666666621e-07,2.84970416666666e-06,5,0,7,15,7,15,15,-0.006644999999999998,0.16291560000000516,-0.0017479999999999996,0.09774935999999812,0.004135,0
21674,36440,2310.66,1358,0.0,129.72,0.101397,0.88,2,291.28,3,20.785,2.8863518749999497e-05,1.1424224810606037e-05,3.4363636433613887e-12,1.848000001321932e-12,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,4,1,12,12,5,24,14,-0.011062999999999892,3.600000006542814e-06,-0.007071000000000008,-2.640000001719045e-06,-0.0029560000000000003,0
4563,0,669.53,0,0.0,16.26,0.0,27.32,1,63.72,7,13.2,4.826029909090995e-06,0.0,0.0076619171872032,0.0,3.3182406666666808e-06,0.0,0.0,5,0,2,23,2,23,21,-0.004104000000000024,0.17777879999999868,0.0,0.0,0.0,0
5377,0,800.97,926,0.0,0.0,0.0,19.42,1,68.06,6,12.5,9.635883242424244e-06,0.0,3.8181818111259284e-13,0.0,6.966855066666538e-06,0.0,0.0,0,0,12,29,11,1,30,-0.006765999999999994,-1.1999999998124622e-06,0.0,0.0,0.0,0
4306656,888994,2258.21,1215,0.0,143.02,0.101397,16.72,2,275.31,5,50.0,2.0872766931818135e-05,4.551640568181812e-06,0.0040213494318,0.0014477568865025,1.3572703499999952e-05,2.8617554999999807e-06,2.4677999999999184e-08,5,1,10,7,10,7,9,-0.009786000000000003,0.16291560000000516,-0.0041039999999999965,0.09774935999999812,0.00026099999999999735,0
14249,0,2100.96,0,0.0,19.49,0.0,21.9,1,189.46,4,13.2,4.24700833333336e-06,0.0,0.008380216266894,0.0,3.318240666666697e-06,0.0,0.0,4,0,5,22,5,22,23,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0,0
64852,0,1714.65,1287,0.0,129.71,0.098262,12.54,1,209.66,5,20.0,1.8583780151515287e-05,3.676090333333331e-06,0.0064341946332547,0.0023163953769751,1.0316545066666704e-05,1.9036546666666587e-06,2.422743866666676e-06,4,0,8,3,7,10,4,-0.008381,0.16291560000000516,-0.003484000000000001,0.09774935999999812,0.0023999999999999994,0
77251,0,6763.85,0,0.0,125.01,0.1000149999999999,25.05,2,874.09,3,28.0,1.5475382515151508e-05,3.7265911742423954e-06,0.0054289416934153,0.0019544190096292,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,7,0,3,20,4,25,25,-0.006770000000000012,0.16291560000000516,-0.0028789999999998955,0.09774935999999812,0.002909000000000009,0
1103,0,230.4,0,0.0,19.83,0.195975,124.8,1,85.8,6,13.856,5.314136810606249e-06,4.655430606060055e-07,6.696106859127656,0.0,3.5697306666668817e-06,9.450149999997347e-08,0.0,0,0,2,8,10,14,9,-0.0023110000000001185,8.963998799999999,0.0015640000000000098,0.0,0.0,0
25983,34551,1819.74,0,0.0,106.88,0.100123,30.0,2,219.75,4,20.0,0.0013071453367878,0.0009050119900606,137.33745388429918,49.4414724774386,0.0024353772086666,0.0017467676514666,0.0009067111671,4,1,11,9,11,8,9,-0.127566,-40.56596939999999,-0.105428,-24.33958068,-0.073487,0
7627,0,1146.32,0,0.0,16.64,0.0,34.68,1,117.75,5,13.856,1.1431750424242372e-05,0.0,2.94545456505995e-13,0.0,8.381914666666688e-06,0.0,0.0,0,0,1,4,11,17,5,-0.008031999999999984,-1.1999999998124622e-06,0.0,0.0,0.0,0
8493,0,857.69,2393,0.0,16.14,0.087961,19.2,1,99.97,6,10.392,2.814889696969694e-06,5.379056060606071e-06,0.0083801936403809,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,4,0,5,18,5,18,23,-0.0009679999999999966,0.17777879999999868,0.004257999999999998,0.0,0.0,0
2845,0,427.15,0,0.0,16.38,0.0,26.73,1,40.53,6,13.2,4.869239151515134e-06,0.0,0.3952271704309529,0.0,3.1905338666666243e-06,0.0,0.0,0,0,11,27,11,27,29,-0.0033959999999999824,2.1777792000000034,0.0,0.0,0.0,0
5975,67725,169.51,174,0.0,16.59,0.0,12.82,2,12.78,6,13.2,3.652952992424228e-06,0.0,0.0064647595967453,0.0,2.65508056666668e-06,0.0,0.0,0,1,1,20,9,25,27,-0.00301499999999999,0.17777879999999868,0.0,0.0,0.0,1
19742,0,724.9,0,0.0,18.37,0.0,16.44,1,66.17,4,13.856,2.624803333333346e-06,0.0,0.0086196665327123,0.0,3.318240666666697e-06,0.0,0.0,4,0,7,21,8,4,6,-0.0027669999999999917,0.17777879999999868,0.0,0.0,0.0,0
24583,0,2169.61,2443,0.0,144.76,0.093731,0.0,1,255.9,5,17.32,8.551052083333347e-06,2.3652414772726004e-06,0.0084884837620386,0.0032280478226969,5.597004166666654e-06,1.6172041666665504e-06,0.0,4,0,2,10,2,10,11,-0.005360000000000004,0.23669388000000424,-0.002585000000000004,0.14596272,0.002021000000000009,1
1007266,1265248,466.6,0,0.0,16.17,0.0,17.13,2,45.76,3,10.392,4.748346999999983e-06,0.0006089452740833,0.2345787191850207,0.0,5.835670000000061e-06,0.0,0.0,5,1,11,13,11,13,13,0.0004180000000000017,1.6777787999999987,0.0,0.0,0.0,0
83228,0,12245.62,0,0.0,19.35,0.0,8.98,1,934.57,3,10.392,7.815482606060621e-06,0.0,0.0086196665327123,0.0,3.2353350666666303e-06,0.0,0.0,7,0,9,20,7,11,25,-0.005519000000000024,0.17777879999999868,0.0,0.0,0.0,1
11923,9826,1758.69,0,0.0,19.44,0.0,19.28,1,161.04,6,13.2,4.019339969697008e-06,0.0,0.0086196471385641,0.0,3.318240666666697e-06,0.0,0.0,4,0,6,23,6,23,26,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0,1
2446,0,364.38,0,0.0,16.33,0.0,16.92,1,33.98,5,10.392,3.477970446969509e-06,0.0006089452740833,0.008380258287567,0.0,9.500416666667152e-08,0.0012178905481666,0.0,0,0,6,29,6,29,4,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
